billing_account_id,billing_account_name,cloud_id,cloud_name,folder_id,folder_name,service_id,service_name,sku_id,sku_name,date,currency,pricing_quantity,pricing_unit,cost,credit,monetary_grant_credit,volume_incentive_credit,cud_credit,misc_credit,label.user_labels.Category,label.user_labels.base_model,label.user_labels.billing,label.user_labels.billing-event,label.user_labels.billing_event,label.user_labels.channel_id,label.user_labels.cloud_id,label.user_labels.cluster_id,label.user_labels.community_id,label.user_labels.execution_mode,label.user_labels.execution_type,label.user_labels.folder_id,label.user_labels.instance_spec,label.user_labels.load-testing-agent,label.user_labels.load_testing_agent,label.user_labels.method,label.user_labels.model,label.user_labels.processing_type,label.user_labels.projects,label.user_labels.request_kind,label.user_labels.request_origin,label.user_labels.subcluster_id,label.user_labels.subcluster_role,label.user_labels.system-datasphere-project_id,label.user_labels.system-datasphere-resource_id,label.user_labels.voice,label.user_labels.x-client-prompt-id,label.user_labels.x-client-response-id,label.user_labels.yc.service.originproduct,locale,updated_at,exported_at
billing_account_id_0001,billing_account_name_0001,cloud_id_0007,cloud_name_0007,folder_id_0008,folder_name_0001,service_id_0009,Compute Cloud,sku_id_0013,Быстрый диск (SSD),2026-01-16,RUB,5.394444444,gbyte*hour,0.097977891,-0.097977891,-0.097977891,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768562243,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0008,cloud_name_0008,folder_id_0009,folder_name_0001,service_id_0002,Object Storage,sku_id_0002,Object Storage. Размещение данных в стандартном хранилище,2026-01-16,RUB,0.922449264,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768599469,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-17,RUB,0.103291632,gbyte*hour,0.000316584,-0.000316584,-0.000316584,0,0,0,,,,,,label_channel_id_0003,,,,,,,,,,,,,,,,,,,,,,,,ru,1768685304,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0001,cloud_name_0001,folder_id_0001,folder_name_0001,service_id_0010,Yandex AI Studio. Search API,sku_id_0014,Дневные отложенные текстовые запросы,2026-01-17,RUB,0.003,1k*request,0.0915,-0.0915,-0.0915,0,0,0,,,,,label_billing_event_0001,,,,,,,,,,,label_method_0001,label_model_0001,,,label_request_kind_0001,,,,,,,,,,ru,1768633879,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0001,cloud_name_0001,folder_id_0001,folder_name_0001,service_id_0011,Yandex AI Studio. Vision OCR,sku_id_0015,Распознавание печатного текста,2026-01-17,RUB,1,image,0.13216666,-0.13216666,-0.13216666,0,0,0,,,,label_billing_event_0001,,,,,,,,,,,,label_method_0002,label_model_0002,,,label_request_kind_0001,,,,,,,,,,ru,1768637073,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0002,cloud_name_0002,folder_id_0005,folder_name_0003,service_id_0002,Object Storage,sku_id_0016,"Object Storage. Стандартное хранилище, операции GET",2026-01-17,RUB,0.0043,10k*request,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768653969,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0001,cloud_name_0001,folder_id_0001,folder_name_0001,service_id_0012,Yandex AI Studio. SpeechKit,sku_id_0017,"Синтез речи, стандартные голоса",2026-01-18,RUB,2,request,0.32533332,-0.32533332,-0.32533332,0,0,0,,,,label_billing_event_0002,,,,,,,,,,,,label_method_0003,label_model_0003,,,label_request_kind_0001,,,,,,label_voice_0001,,,,ru,1768738538,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0002,cloud_name_0002,folder_id_0002,folder_name_0001,service_id_0003,Audit Trails,sku_id_0003,Audit Trails. Доставка событий уровня конфигурации,2026-01-18,RUB,0.00004,100k*event,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768763383,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0002,cloud_name_0002,folder_id_0005,folder_name_0003,service_id_0004,Virtual Private Cloud,sku_id_0018,Исходящий трафик из Object Storage,2026-01-18,RUB,0.000143196,gbyte,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768760366,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0002,cloud_name_0002,folder_id_0005,folder_name_0003,service_id_0002,Object Storage,sku_id_0016,"Object Storage. Стандартное хранилище, операции GET",2026-01-18,RUB,0.0004,10k*request,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768760366,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0003,cloud_name_0003,folder_id_0003,folder_name_0001,service_id_0006,Monitoring,sku_id_0009,Количество алертов,2026-01-18,RUB,288,alert,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768769877,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0003,cloud_name_0003,folder_id_0003,folder_name_0001,service_id_0013,Yandex Cloud Registry,sku_id_0019,Cloud Registry. Хранилище,2026-01-18,RUB,1.0572732,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768786552,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0009,cloud_name_0009,folder_id_0010,folder_name_0004,service_id_0004,Virtual Private Cloud,sku_id_0006,Входящий трафик в Object Storage из облачных сетей,2026-01-18,RUB,0.000021444,gbyte,0,0,0,0,0,0,,,label_billing_0001,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768769068,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-19,RUB,53.365322376,gbyte*hour,0.163577016,-0.163577016,-0.163577016,0,0,0,,,,,,label_channel_id_0001,,,,,,,,,,,,,,,,,,,,,,,,ru,1768858105,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0001,Cloud Video. Хранение оригинала видео,2026-01-19,RUB,0.464787576,gbyte*hour,0.000379224,-0.000379224,-0.000379224,0,0,0,,,,,,label_channel_id_0004,,,,,,,,,,,,,,,,,,,,,,,,ru,1768858105,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0004,cloud_name_0004,folder_id_0004,folder_name_0002,service_id_0014,Container Registry,sku_id_0020,Container Registry. Хранилище,2026-01-19,RUB,2.256386784,gbyte*hour,0.010322976,-0.010322976,-0.010322976,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768858631,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0010,cloud_name_0010,folder_id_0011,folder_name_0004,service_id_0015,Lockbox Service,sku_id_0021,"Lockbox. Версии секретов, управляемых Connection Manager",2026-01-19,RUB,48,secret_version*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768863415,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0006,cloud_name_0006,folder_id_0007,folder_name_0001,service_id_0002,Object Storage,sku_id_0002,Object Storage. Размещение данных в стандартном хранилище,2026-01-19,RUB,0.012516144,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768858874,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0009,cloud_name_0009,folder_id_0010,folder_name_0004,service_id_0002,Object Storage,sku_id_0002,Object Storage. Размещение данных в стандартном хранилище,2026-01-19,RUB,0.068972376,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768858687,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0001,Cloud Video. Хранение оригинала видео,2026-01-20,RUB,0.331673976,gbyte*hour,0.000270576,-0.000270576,-0.000270576,0,0,0,,,,,,label_channel_id_0005,,,,,,,,,,,,,,,,,,,,,,,,ru,1768944508,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0011,cloud_name_0011,folder_id_0012,folder_name_0001,service_id_0016,Yandex AI Studio,sku_id_0022,Генерация текста,2026-01-20,RUB,0.158,1k*unit,0.032126666,-0.032126666,-0.032126666,0,0,0,,,,label_billing_event_0003,,,,,,,,,,,,label_method_0004,label_model_0004,,,label_request_kind_0001,label_request_origin_0001,,,,,,,,,ru,1768937288,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0009,cloud_name_0009,folder_id_0010,folder_name_0004,service_id_0002,Object Storage,sku_id_0023,"Object Storage. Стандартное хранилище, операции PUT",2026-01-20,RUB,0.024,1k*request,0,0,0,0,0,0,,,label_billing_0001,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768942364,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-21,RUB,0.191584368,gbyte*hour,0.000587232,-0.000587232,-0.000587232,0,0,0,,,,,,label_channel_id_0006,,,,,,,,,,,,,,,,,,,,,,,,ru,1769030903,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-21,RUB,2.783963808,gbyte*hour,0.008533512,-0.008533512,-0.008533512,0,0,0,,,,,,label_channel_id_0005,,,,,,,,,,,,,,,,,,,,,,,,ru,1769030903,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0012,cloud_name_0012,folder_id_0013,folder_name_0001,service_id_0017,Yandex Cloud Logging,sku_id_0024,Cloud Logging. Запись данных,2026-01-21,RUB,0.000001785,gbyte,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768998798,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0013,cloud_name_0013,folder_id_0014,folder_name_0001,service_id_0014,Container Registry,sku_id_0025,Исходящий трафик из Container Registry в сети Яндекс.Облака,2026-01-21,RUB,0.000000121,gbyte,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1768954344,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0003,cloud_name_0003,folder_id_0003,folder_name_0001,service_id_0014,Container Registry,sku_id_0020,Container Registry. Хранилище,2026-01-21,RUB,1.061157288,gbyte*hour,0.004854792,-0.004854792,-0.004854792,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769031566,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-22,RUB,0.103291632,gbyte*hour,0.000316584,-0.000316584,-0.000316584,0,0,0,,,,,,label_channel_id_0003,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117280,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-22,RUB,53.365322376,gbyte*hour,0.163577016,-0.163577016,-0.163577016,0,0,0,,,,,,label_channel_id_0001,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117280,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0018,Speech Sense,sku_id_0026,SpeechSense. Речевая аналитика двухканального аудио,2026-01-22,RUB,18,second,0.42089994,-0.42089994,-0.42089994,0,0,0,,,,,,,,,,,,,,,,,,,label_projects_0001,,,,,,,,,,,ru,1769092308,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0001,Cloud Video. Хранение оригинала видео,2026-01-22,RUB,0.207742032,gbyte*hour,0.000169488,-0.000169488,-0.000169488,0,0,0,,,,,,label_channel_id_0006,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117280,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0001,Cloud Video. Хранение оригинала видео,2026-01-22,RUB,0.331673976,gbyte*hour,0.000270576,-0.000270576,-0.000270576,0,0,0,,,,,,label_channel_id_0005,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117280,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0027,Cloud Video. Хранение потокового Live видео,2026-01-22,RUB,8.679975264,gbyte*hour,0,0,0,0,0,0,,,,,,label_channel_id_0007,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117280,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0018,Speech Sense,sku_id_0028,SpeechSense. Распознавание аудио,2026-01-22,RUB,38,second,0.38633308,-0.38633308,-0.38633308,0,0,0,,,,,,,,,,,,,,,,,,,label_projects_0002,,,,,,,,,,,ru,1769110320,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0018,Speech Sense,sku_id_0029,Обработка диалога ассистентом,2026-01-22,RUB,0.032,1k*symbol,0.00488,-0.00488,-0.00488,0,0,0,,,,,,,,,,,,,,,,,,,label_projects_0002,,,,,,,,,,,ru,1769092663,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0001,cloud_name_0001,folder_id_0001,folder_name_0001,service_id_0012,Yandex AI Studio. SpeechKit,sku_id_0030,"Синтез речи, стандартные голоса API v1",2026-01-22,RUB,0.000408,1m*symbols,0.547536,-0.547536,-0.547536,0,0,0,,,,label_billing_event_0002,,,,,,,,,,,,label_method_0005,label_model_0005,,,label_request_kind_0001,,,,,,,,,,ru,1769101041,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0004,cloud_name_0004,folder_id_0004,folder_name_0002,service_id_0004,Virtual Private Cloud,sku_id_0006,Входящий трафик в Object Storage из облачных сетей,2026-01-22,RUB,0.000032862,gbyte,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769115198,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0011,cloud_name_0011,folder_id_0012,folder_name_0001,service_id_0017,Yandex Cloud Logging,sku_id_0031,Cloud Logging. Хранение данных,2026-01-22,RUB,0.002527175,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769116340,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0002,cloud_name_0002,folder_id_0002,folder_name_0001,service_id_0002,Object Storage,sku_id_0002,Object Storage. Размещение данных в стандартном хранилище,2026-01-22,RUB,0.30018603,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769118280,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0010,cloud_name_0010,folder_id_0011,folder_name_0004,service_id_0015,Lockbox Service,sku_id_0021,"Lockbox. Версии секретов, управляемых Connection Manager",2026-01-22,RUB,48,secret_version*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769123142,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0006,cloud_name_0006,folder_id_0007,folder_name_0001,service_id_0015,Lockbox Service,sku_id_0021,"Lockbox. Версии секретов, управляемых Connection Manager",2026-01-22,RUB,216,secret_version*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769124313,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0008,cloud_name_0008,folder_id_0009,folder_name_0001,service_id_0002,Object Storage,sku_id_0002,Object Storage. Размещение данных в стандартном хранилище,2026-01-22,RUB,0.922449264,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117887,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-23,RUB,0.191584368,gbyte*hour,0.000587232,-0.000587232,-0.000587232,0,0,0,,,,,,label_channel_id_0006,,,,,,,,,,,,,,,,,,,,,,,,ru,1769203680,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-23,RUB,2.783963808,gbyte*hour,0.008533512,-0.008533512,-0.008533512,0,0,0,,,,,,label_channel_id_0005,,,,,,,,,,,,,,,,,,,,,,,,ru,1769203680,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0001,Cloud Video. Хранение оригинала видео,2026-01-23,RUB,0.207742032,gbyte*hour,0.000169488,-0.000169488,-0.000169488,0,0,0,,,,,,label_channel_id_0006,,,,,,,,,,,,,,,,,,,,,,,,ru,1769203680,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0001,cloud_name_0001,folder_id_0001,folder_name_0001,service_id_0004,Virtual Private Cloud,sku_id_0018,Исходящий трафик из Object Storage,2026-01-23,RUB,0.000000173,gbyte,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769193817,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0011,cloud_name_0011,folder_id_0012,folder_name_0001,service_id_0017,Yandex Cloud Logging,sku_id_0024,Cloud Logging. Запись данных,2026-01-23,RUB,0.000001793,gbyte,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769117677,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0003,cloud_name_0003,folder_id_0003,folder_name_0001,service_id_0006,Monitoring,sku_id_0009,Количество алертов,2026-01-23,RUB,288,alert,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769201814,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0006,cloud_name_0006,folder_id_0007,folder_name_0001,service_id_0008,Managed Service for YDB,sku_id_0012,YDB Serverless. Хранение данных,2026-01-23,RUB,0.00000144,gbyte*hour,0,0,0,0,0,0,label_category_0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769202068,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,cloud_id_0014,cloud_name_0014,folder_id_0015,folder_name_0001,service_id_0002,Object Storage,sku_id_0002,Object Storage. Размещение данных в стандартном хранилище,2026-01-23,RUB,0.000176208,gbyte*hour,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,1769204564,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-24,RUB,0.191584368,gbyte*hour,0.000587232,-0.000587232,-0.000587232,0,0,0,,,,,,label_channel_id_0006,,,,,,,,,,,,,,,,,,,,,,,,ru,1769290079,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-24,RUB,2.783963808,gbyte*hour,0.008533512,-0.008533512,-0.008533512,0,0,0,,,,,,label_channel_id_0005,,,,,,,,,,,,,,,,,,,,,,,,ru,1769290079,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0005,Cloud Video. Хранение потокового видео,2026-01-24,RUB,53.365322376,gbyte*hour,0.163577016,-0.163577016,-0.163577016,0,0,0,,,,,,label_channel_id_0001,,,,,,,,,,,,,,,,,,,,,,,,ru,1769290079,2026-02-15T06:10:00.7284+00:00
billing_account_id_0001,billing_account_name_0001,,,,,service_id_0001,Cloud Video,sku_id_0001,Cloud Video. Хранение оригинала видео,2026-01-24,RUB,0.464787576,gbyte*hour,0.000379224,-0.000379224,-0.000379224,0,0,0,,,,,,label_channel_id_0004,,,,,,,,,,,,,,,,,,,,,,,,ru,1769290079,2026-02-15T06:10:00.7284+00:00
